StationID,Longitude,Latitude,City,Cluster
1950A,106.7096,39.1292,,
1951A,84.8861,45.6033,,
1952A,84.8897,45.5828,,
1953A,85.1186,45.6886,,
1954A,84.8983,44.3336,,
1955A,85.6931,46.0872,,
1956A,86.1461,41.7511,,
1957A,86.2022,41.7192,,
1958A,86.2381,41.7128,,
1959A,118.746,36.881,,
1960A,118.78,36.864,,
1961A,117.541,36.71,,
1962A,117.541,36.71,,
1963A,120.61,36.44,,
1964A,120.47,36.39,,
1965A,120.005,35.878,,
1966A,120.039,35.872,,
1967A,120.008,36.283,,
1968A,120.014,36.253,,
1969A,120.537,36.865,,
1970A,120.515,36.885,,
1971A,119.952,36.792,,
1972A,119.976,36.799,,
1973A,120.747,37.825,,
1974A,120.773,37.809,,
1975A,120.399,37.374,,
1976A,120.394,37.364,,
1977A,119.941,37.177,,
1978A,119.959,37.18,,
1979A,122.471,37.154,,
1980A,122.41,37.161,,
1981A,122.038,37.197,,
1982A,122.019,37.187,,
1983A,121.531,36.913,,
1984A,121.544,36.907,,
1985A,120.636,31.155,,
1986A,120.635,31.17,,
1987A,120.658,31.172,,
1988A,120.953,31.388,,
1989A,120.999,31.381,,
1990A,120.758,31.67,,
1991A,120.721,31.671,,
1992A,120.734,31.656,,
1993A,120.526,31.874,,
1994A,120.55,31.882,,
1995A,121.115,31.453,,
1996A,121.14,31.422,,
1997A,119.146,31.955,,
1998A,119.18,31.955,,
1999A,120.268,31.92,,
2000A,120.237,31.909,,
2001A,120.302,31.92,,
2002A,119.818,31.354,,
2003A,119.794,31.371,,
2004A,119.579,31.751,,
2005A,119.579,31.737,,
2006A,119.46,31.4,,
2007A,119.438,31.317,,
2008A,121.173,31.896,,
2009A,121.154,31.896,,
2010A,119.7183,30.2366,,
2011A,119.6942,30.2311,,
2012A,119.954,30.054,,
2013A,119.946,30.049,,
2014A,120.091,29.305,,
2015A,120.04,29.334,,
2016A,120.251,29.719,,
2017A,120.209,29.732,,
2018A,121.989,39.625,,
2019A,122.011,39.617,,
2031A,113.1817,27.9958,,
2054A,114.1044,32.1078,,
2064A,114.0122,32.1403,,
2065A,114.0681,32.1342,,
2066A,114.0614,32.1383,,
2067A,114.6613,33.6128,,
2068A,114.6758,33.6347,,
2069A,114.6546,33.5979,,
2070A,114.6369,33.6406,,
2073A,117.7206,24.5086,,
2074A,117.6569,24.5157,,
2075A,117.6336,24.4674,,
2160A,112.85,35.5051,,
2161A,112.835,35.4934,,
2162A,112.8564,35.4883,,
2163A,112.8664,35.4894,,
2164A,112.8252,35.4813,,
2165A,112.8453,35.546,,
2166A,112.44,39.3514,,
2167A,112.4549,39.3606,,
2168A,112.4254,39.3179,,
2169A,112.4078,39.3265,,
2170A,112.4279,39.3673,,
2171A,112.7549,37.7019,,
2172A,,,,
2173A,112.7306,37.7111,,
2174A,112.7105,37.7087,,
2175A,110.9956,35.0147,,
2176A,111.0233,35.0611,,
2177A,,,,
2178A,110.9678,35.0308,,
2179A,111.0414,35.1147,,
2180A,112.7356,38.4186,,
2181A,112.7383,38.4519,,
2182A,112.7003,38.4928,,
2183A,111.1406,37.5211,,
2184A,,,,
2185A,111.1297,37.5136,,
2186A,106.8219,39.6719,,
2187A,106.8089,39.6969,,
2188A,106.7931,39.6572,,
2189A,122.2603,43.6267,,
2190A,122.3039,43.6156,,
2191A,122.2532,43.6801,,
2192A,119.7594,49.2261,,
2193A,119.7283,49.2014,,
2194A,107.5936,40.916,,
2195A,107.4211,40.7608,,
2196A,107.3715,40.7378,,
2197A,113.1306,40.9923,,
2198A,113.0974,41.038,,
2199A,122.062,46.0872,,
2200A,122.0506,46.0703,,
2201A,121.9462,46.0756,,
2202A,116.1042,43.9317,,
2203A,116.0781,43.9311,,
2204A,105.6775,38.8343,,
2205A,105.6975,38.843,,
2206A,105.724,38.8516,,
2207A,121.6178,41.9967,,
2208A,121.6561,42.0186,,
2209A,121.6972,42.0503,,
2210A,121.6722,42.0228,,
2211A,121.6592,42.0486,,
2212A,123.2,41.1953,,
2213A,123.15,41.2553,,
2214A,123.1761,41.2736,,
2215A,123.1417,41.2894,,
2216A,123.8139,42.3022,,
2217A,123.8831,42.2953,,
2218A,123.8489,42.2864,,
2219A,123.7153,42.2217,,
2220A,120.4439,41.5931,,
2221A,120.4486,41.5672,,
2222A,120.4247,41.5647,,
2223A,120.3939,41.615,,
2224A,124.3419,43.1747,,
2225A,124.3711,43.1594,,
2226A,124.3897,43.1847,,
2227A,125.1358,42.8947,,
2228A,125.1567,42.8953,,
2229A,125.9361,41.7156,,
2230A,125.9486,41.7381,,
2231A,126.4047,41.9206,,
2232A,126.4078,41.9419,,
2233A,124.8292,45.0878,,
2234A,124.8528,45.1642,,
2235A,122.8444,45.6289,,
2236A,122.8211,45.6175,,
2237A,129.4892,42.8939,,
2238A,129.5042,42.9061,,
2239A,129.3675,42.8775,,
2240A,130.962,45.2924,,
2241A,130.9817,45.305,,
2242A,131.0103,45.2948,,
2243A,130.9298,45.2978,,
2244A,130.2659,47.3349,,
2245A,130.261,47.2753,,
2246A,130.3172,47.3489,,
2247A,130.1097,47.3382,,
2248A,131.1638,46.6572,,
2249A,131.1651,46.619,,
2250A,131.1516,46.6462,,
2251A,131.1572,46.5888,,
2252A,128.8736,47.7222,,
2253A,128.9094,47.7317,,
2254A,129.4942,48.4658,,
2255A,130.2719,46.8025,,
2256A,130.3961,46.8267,,
2257A,130.3258,46.7975,,
2258A,130.3648,46.8032,,
2259A,130.3794,46.7588,,
2260A,131.0032,45.7677,,
2261A,130.8625,45.8194,,
2262A,130.9467,45.8309,,
2263A,127.4961,50.2486,,
2264A,127.5044,50.2391,,
2265A,127.4143,50.2538,,
2266A,126.9934,46.6384,,
2267A,126.9636,46.6527,,
2268A,124.1186,50.4269,,
2269A,124.1303,50.4217,,
2270A,117.3961,32.939,,
2271A,117.3575,32.9444,,
2272A,117.3086,32.935,,
2273A,117.4186,32.8913,,
2274A,117.3536,32.9673,,
2275A,117.3065,32.8985,,
2276A,,,,
2277A,116.8028,32.7639,,
2278A,117.0083,32.645,,
2279A,116.8556,32.6028,,
2280A,116.8306,32.6319,,
2281A,116.7039,32.625,,
2282A,116.8008,33.975,,
2283A,116.8067,33.8997,,
2284A,116.7844,33.9461,,
2285A,117.8178,30.9414,,
2286A,117.8078,30.9222,,
2287A,117.7806,30.9414,,
2288A,117.7442,30.8811,,
2289A,117.8561,30.9219,,
2290A,117.8472,30.9697,,
2291A,117.0549,30.5103,,
2292A,117.0331111,30.51197222,,
2293A,117.0486,30.5489,,
2294A,116.9894,30.6145,,
2295A,118.3057,29.7128,,
2296A,118.3236,29.7207,,
2297A,118.1371,30.2756,,
2298A,118.3094,32.3153,,
2299A,118.3244,32.2786,,
2300A,118.3158,32.3061,,
2301A,115.8275,32.8928,,
2302A,,,,
2303A,115.8556,32.8603,,
2304A,116.9765,33.6481,,
2305A,116.9677,33.6284,,
2306A,116.989,33.63063889,,
2307A,116.508,31.7371,,
2308A,116.478,31.7618,,
2309A,116.5068,31.7797,,
2310A,116.5661,31.7712,,
2311A,115.8067,33.8399,,
2312A,115.7831,33.8561,,
2313A,117.4808,30.6414,,
2314A,117.4697,30.6617,,
2315A,117.4974,30.6539,,
2316A,118.7581,30.9447,,
2317A,118.7386,30.9742,,
2318A,118.7175,30.9431,,
2319A,119.0156,25.442,,
2320A,119.0018,25.4552,,
2321A,119.1117,25.4556,,
2322A,119.1015,25.3214,,
2323A,118.981,25.4792,,
2324A,117.6211,26.2625,,
2325A,117.6353,26.2708,,
2326A,117.6028,26.2378,,
2327A,117.7275,26.3108,,
2331A,118.0966,26.6761,,
2332A,118.1694,26.6383,,
2333A,118.1819,26.6514,,
2334A,118.1756,26.6272,,
2335A,117.0181,25.1174,,
2336A,117.0216,25.1035,,
2337A,117.0256,25.0661,,
2338A,117.0151,25.0311,,
2339A,119.5001,26.6946,,
2340A,119.5202,26.6607,,
2341A,119.5392,26.6611,,
2342A,117.3097,29.3864,,
2343A,117.2111,29.2958,,
2344A,117.1983,29.2786,,
2345A,117.1558,29.2647,,
2346A,117.2461,29.2956,,
2347A,114.0944,27.4948,,
2348A,113.8381,27.6428,,
2349A,113.8447,27.6231,,
2350A,113.8686,27.6442,,
2351A,113.865,27.6178,,
2352A,115.0586,27.7758,,
2353A,114.9831,27.8344,,
2354A,114.9289,27.8328,,
2355A,114.9314,27.8036,,
2356A,114.9119,27.8042,,
2357A,116.9622,28.095,,
2358A,117.0564,28.2642,,
2359A,117.0281,28.2403,,
2360A,117.0222,28.2264,,
2361A,116.9983,28.2169,,
2362A,114.9064,25.9118,,
2363A,114.9367,25.8664,,
2364A,114.9461,25.8481,,
2365A,114.9322,25.8333,,
2366A,114.8905,25.8471,,
2367A,114.9817,27.0658,,
2368A,114.9739,27.11,,
2369A,114.99,27.1311,,
2370A,115.0075,27.0983,,
2371A,114.3442,27.8036,,
2372A,114.3806,27.8014,,
2373A,114.3953,27.7842,,
2374A,114.3703,27.7914,,
2375A,114.4011,27.8072,,
2376A,116.2239,28.0797,,
2377A,116.3553,27.9883,,
2378A,116.3598,27.9639,,
2379A,116.3574,28.0005,,
2380A,116.385,27.9647,,
2381A,118.0058,28.4569,,
2382A,117.973,28.4459,,
2383A,117.9511,28.4622,,
2384A,117.9033,28.4303,,
2385A,114.17,35.9019,,
2386A,114.2956,35.7511,,
2387A,114.2878,35.7306,,
2388A,113.926,35.279,,
2389A,113.836,35.31,,
2390A,113.884,35.272,,
2391A,113.883,35.303,,
2392A,115.031,35.763,,
2393A,114.9906,35.767,,
2394A,115.0628,35.7672,,
2395A,115.0772,35.767,,
2396A,113.8331,34.0117,,
2397A,113.8208,34.0314,,
2398A,113.7906,33.9953,,
2399A,114.056,33.567,,
2400A,114.005,33.568,,
2401A,114.014,33.581,,
2402A,114.0322,33.5653,,
2403A,112.5192,32.9917,,
2404A,112.5224,33.0122,,
2405A,112.5003,32.9735,,
2406A,112.5573,33.027,,
2407A,112.55,32.9683,,
2408A,115.6697,34.4286,,
2409A,115.6558,34.429,,
2410A,115.6386,34.407,,
2411A,115.6578,34.402,,
2420A,114.018,32.965,,
2421A,114.0131,33.0069,,
2422A,113.996,32.996,,
2423A,115.0625,30.2352,,
2424A,115.0767,30.2028,,
2425A,114.9551,30.1765,,
2426A,114.8949,30.2043,,
2427A,115.0264,30.2099,,
2428A,111.0419,32.395,,
2429A,110.78,32.6494,,
2430A,110.7258,32.6389,,
2431A,110.8839,32.5714,,
2432A,112.155,32.0197,,
2433A,112.1392,32.0564,,
2434A,112.1825,32.1142,,
2435A,112.2106,32.0903,,
2436A,114.8878,30.3944,,
2437A,114.8989,30.3714,,
2438A,114.8131,30.4133,,
2439A,112.2014,31.0483,,
2440A,112.1969,30.9892,,
2441A,112.2211,31.0386,,
2442A,112.1931,31.0375,,
2443A,113.9153,30.9285,,
2444A,113.942,30.9075,,
2445A,114.8857,30.4522,,
2446A,114.9028,30.4742,,
2447A,114.3036,29.8181,,
2448A,114.3231,29.8211,,
2449A,114.2894,29.8539,,
2450A,114.3372,29.8686,,
2451A,113.3583,31.7275,,
2452A,113.3833,31.6908,,
2453A,113.3983,31.7308,,
2454A,109.5039,30.2989,,
2455A,109.4689,30.2819,,
2456A,112.5328,26.9089,,
2457A,112.6194,26.9258,,
2458A,112.6211,26.8956,,
2459A,112.6197,26.8733,,
2460A,112.6006,26.8919,,
2461A,112.5664,26.9056,,
2462A,111.5239,27.3033,,
2463A,111.4733,27.2317,,
2464A,111.4908,27.2582,,
2465A,111.4503,27.2537,,
2466A,111.4328,27.2272,,
2467A,112.4067,28.6428,,
2468A,112.3458,28.5808,,
2469A,112.3439,28.56,,
2470A,112.3347,28.6047,,
2471A,112.3744,28.5819,,
2472A,113.0073,25.9061,,
2473A,113.0116,25.8226,,
2474A,113.0119,25.8179,,
2475A,113.0383,25.8071,,
2476A,113.0348,25.7759,,
2477A,111.6217,26.2081,,
2478A,111.6156,26.4214,,
2479A,111.6236,26.2331,,
2480A,111.5992,26.4364,,
2481A,111.5989,26.4519,,
2482A,109.9333,27.5733,,
2483A,109.9453,27.5444,,
2484A,109.9792,27.5342,,
2485A,109.9972,27.5578,,
2486A,110.0394,27.583,,
2487A,111.9975,27.725,,
2488A,111.9975,27.725,,
2489A,112.0194,27.7314,,
2490A,111.9561,27.7569,,
2491A,111.9892,27.7044,,
2492A,109.6414,28.2558,,
2493A,109.7325,28.3169,,
2494A,109.6958,28.2675,,
2495A,111.2897,23.4792,,
2496A,111.3178,23.475,,
2497A,111.2353,23.415,,
2498A,111.26,23.4794,,
2499A,108.3411,21.6158,,
2500A,108.3511,21.7631,,
2501A,108.3506,21.6414,,
2502A,108.6236,21.9667,,
2503A,108.6553,21.9508,,
2504A,108.5989,21.7431,,
2505A,109.5681,23.1478,,
2506A,109.6042,23.0672,,
2507A,109.6014,23.0944,,
2508A,109.5683,23.1036,,
2509A,110.1106,22.7019,,
2510A,110.1675,22.6411,,
2511A,110.1433,22.6164,,
2512A,106.6103,23.9011,,
2513A,106.6527,23.8844,,
2514A,111.5269,24.4175,,
2515A,111.5622,24.4072,,
2516A,108.2134,24.7121,,
2517A,108.054,24.6928,,
2518A,108.1009,24.6967,,
2519A,109.2131,23.7208,,
2520A,109.2317,23.7369,,
2521A,107.3476,22.4137,,
2522A,107.3701,22.3708,,
2523A,105.8945,32.4535,,
2524A,105.8242,32.4429,,
2525A,105.8153,32.4246,,
2526A,105.8624,32.4285,,
2527A,105.7519,30.5797,,
2528A,105.68,30.6133,,
2529A,105.8161,30.6347,,
2530A,105.5956,30.475,,
2531A,105.0331,29.5953,,
2532A,105.0717,29.5947,,
2533A,105.0653,29.5817,,
2534A,105.0406,29.5822,,
2535A,103.7705,29.5467,,
2536A,103.7627,29.5844,,
2537A,103.7506,29.6007,,
2538A,103.757,29.5634,,
2539A,103.8986,30.0506,,
2540A,103.8416,30.0874,,
2541A,103.8495,30.0691,,
2542A,103.8341,30.062,,
2543A,106.631,30.518,,
2544A,106.6303,30.4576,,
2545A,106.6271,30.4663,,
2546A,106.6406,30.4844,,
2547A,106.6388,30.4551,,
2548A,107.5272,31.2797,,
2549A,107.525,31.215,,
2550A,107.4967,31.2108,,
2551A,107.5069,31.1956,,
2552A,107.4611,31.2058,,
2553A,103.009,30.0125,,
2554A,103.0013,29.9899,,
2555A,103.0109,29.9834,,
2556A,103.0001,29.9816,,
2557A,106.7583,31.8475,,
2558A,106.7389,31.8711,,
2559A,106.7594,31.8531,,
2560A,106.7608,31.8456,,
2561A,104.6617,30.1366,,
2562A,104.6356,30.1506,,
2563A,104.6289,30.1377,,
2564A,104.6469,30.1142,,
2565A,104.6294,30.1259,,
2566A,102.1755,31.9286,,
2567A,102.2218,31.9025,,
2568A,102.2402,31.8934,,
2569A,101.9628,30.0506,,
2570A,101.9603,30.0475,,
2571A,102.3419,27.8094,,
2572A,102.2714,27.8408,,
2573A,102.2625,27.8978,,
2574A,102.2689,27.8847,,
2575A,102.2311,27.8953,,
2576A,104.8,26.5892,,
2577A,104.83,26.5917,,
2578A,104.89,26.5939,,
2579A,104.8475,26.5894,,
2580A,104.9544,26.5506,,
2581A,105.9556,26.2611,,
2582A,105.9278,26.255,,
2583A,105.9394,26.2358,,
2584A,105.8853,26.2392,,
2585A,109.1916,27.7297,,
2586A,109.1794,27.7231,,
2587A,105.2864,27.3125,,
2588A,105.31,27.2944,,
2589A,104.9022,25.0925,,
2590A,104.8811,25.0992,,
2591A,107.9783,26.5747,,
2592A,,,,
2593A,107.5228,26.2403,,
2594A,99.1678,25.1081,,
2595A,99.1711,25.1328,,
2596A,103.7032,27.3392,,
2597A,103.7225,27.3361,,
2598A,100.2143,26.8576,,
2599A,100.2497,26.8802,,
2600A,100.2203,26.8906,,
2601A,100.98,22.7633,,
2602A,100.9817,22.8322,,
2603A,100.0869,23.8822,,
2604A,100.0782,23.8982,,
2605A,101.5482,25.0441,,
2606A,101.538,25.0492,,
2607A,103.3113,23.4626,,
2608A,103.3772,23.3993,,
2609A,103.386,23.4168,,
2610A,104.2533,23.3594,,
2611A,104.2319,23.3892,,
2612A,100.7939,22.0019,,
2613A,100.8017,22.0225,,
2614A,100.1542,25.7054,,
2615A,100.2171,25.5811,,
2616A,98.5842,24.428,,
2617A,98.578,24.441,,
2618A,98.8601,25.8567,,
2619A,98.8546,25.8417,,
2620A,99.7064,27.8136,,
2621A,99.7056,27.8317,,
2622A,97.1804,31.1278,,
2623A,97.1809,31.1254,,
2624A,91.7608,29.2313,,
2625A,91.7706,29.261,,
2626A,88.8876,29.2718,,
2627A,88.8931,29.2365,,
2628A,92.0657,31.4846,,
2629A,92.0505,31.4733,,
2630A,80.1161,32.5,,
2631A,80.0895,32.5039,,
2632A,94.3681,29.6376,,
2633A,94.3616,29.6632,,
2634A,106.9893,33.1842,,
2635A,107.0154,33.0706,,
2636A,107.0089,33.1138,,
2637A,107.007,33.0323,,
2638A,109.7414,38.3344,,
2639A,109.7456,38.2911,,
2640A,109.7289,38.2839,,
2641A,109.7336,38.2478,,
2642A,109.0311,32.6778,,
2643A,109.0281,32.6939,,
2644A,109.0072,32.6975,,
2645A,109.9154,33.8715,,
2646A,109.966,33.8509,,
2647A,104.1731,36.5458,,
2648A,104.1731,36.5481,,
2649A,106.005,34.3469,,
2650A,105.7281,34.5814,,
2651A,105.8614,34.5653,,
2652A,102.6219,37.9311,,
2653A,102.6469,37.9358,,
2654A,100.4686,38.9467,,
2655A,100.4497,38.9389,,
2656A,106.6692,35.5461,,
2657A,106.7039,35.5294,,
2658A,98.509,39.746,,
2659A,98.5023,39.7294,,
2660A,107.6831,35.7289,,
2661A,107.6406,35.5236,,
2662A,107.6364,35.7067,,
2663A,104.6228,35.5714,,
2664A,104.6169,35.5975,,
2665A,105.0822,33.3261,,
2666A,,,,
2667A,103.2139,35.6039,,
2668A,103.2064,35.5997,,
2669A,102.905,35.0003,,
2670A,102.1086,36.4997,,
2671A,100.9048,36.9639,,
2672A,102.0199,35.5102,,
2673A,100.6188,36.2866,,
2674A,100.2561,34.4714,,
2675A,97,33.0014,,
2676A,97.3731,37.3753,,
2677A,106.1532,37.9648,,
2678A,106.2025,37.9844,,
2679A,106.196,37.9723,,
2680A,105.0197,37.4514,,
2681A,105.18,37.0172,,
2682A,105.1971,37.5002,,
2683A,106.2319,36.1417,,
2684A,106.2792,36.0022,,
2685A,106.2375,36.0211,,
2686A,89.191,42.9409,,
2687A,89.1673,42.9559,,
2688A,93.5128,42.8172,,
2689A,93.4961,42.8328,,
2690A,87.9897,44.1564,,
2691A,87.2997,44.0114,,
2692A,87.2717,44.0297,,
2693A,82.0485,44.9079,,
2694A,82.0806,44.8969,,
2695A,80.2828,41.1636,,
2696A,80.2956,41.1933,,
2697A,76.1861,39.7153,,
2698A,75.9828,39.5371,,
2699A,75.9771,39.4699,,
2700A,75.9435,39.4365,,
2701A,79.9485,37.1152,,
2702A,79.9117,37.1013,,
2703A,81.2815,43.9404,,
2704A,81.2867,43.895,,
2705A,81.3364,43.941,,
2706A,82.9994,46.7432,,
2707A,88.1214,47.9047,,
2708A,88.1267,47.8515,,
2709A,86.0497,44.2967,,
2710A,86.0697,44.3075,,
2711A,87.5475,44.1756,,
2835A,101.7227,26.567,,
2842A,118.0936,24.5058,,
2845A,113.1569,36.1912,,
2846A,113.3208,23.1323,,
